ID,DATE,Title,Author,Subjects,Publisher,Language
christmascomes00leigiala,1850,"Christmas comes but once a year : showing what Mr. Brown did, thought, and intended to do, during that festive season","Leighton, John, 1822-1912;Dalziel, Edward, 1817-1905;Dalziel, George, 1815-1902",Christmas,"London : William Tegg and Co., 85, Queen Street, Cheapside",eng
firesidefairiesopind,1850,"Fireside fairies, or, Christmas at Aunt Elsie's","Pindar, Susan, ca. 1820-1892",,New-York : D. Appleton & Company ; Philadelphia : Geo. S. Appleton,eng
sacranew00whit,1851,"The Harmonia sacra : a new collection of anthems, choruses, trios, duets, solos, and chants, original and selected, from the most eminent composers, and adapted to the opening and closing of public worship, dedications, installations, Thanksgiving, Christmas, and other similar occasions ... to which is added the Episcopal church service","White, Edward L;Gould, John Edgar, ca. 1820-1875","Episcopal church;Tune-books;Hymns, English;Choruses, Sacred",Boston : Oliver Ditson & Co.,eng
christmaswithpo00fostgoog,1851,"Christmas with the Poets: A Collection of Songs, Carols, and Descriptive Verses Relating to the ...","Henry Vizetelly ,  Miles Birket Foster",,D. Appleton,English
magicwordstalefo00maceiala,1851,Magic words : a tale for Christmas time,"Maceroni, Emilie;Wehnert, Edward Henry, 1813-1868",Christmas stories,"London : Cundall & Addey, 21 Old Bond Street",eng
starbethlehemor00weldgoog,1851,"The Star of Bethlehem, or, Stories for Christmas","Weld, H. Hastings (Horatio Hastings), 1811-1888",Christmas stories,Philadelphia : Lindsay and Blakiston,eng
jesuschristmasse00cord,1851,"Jesus : a Christmas sermon preached in the Unitarian Church, Montreal, Christmas day, 1851","Cordner, John","Sermons, English",Montreal : John C. Becket,eng
angelssongachri00taylgoog,1851,The angels' song : a Christmas token,"Tayler, Charles B. (Charles Benjamin), 1797-1875",,"New York, Stanford and Swords",eng
eveningsatdonald00mciniala,1851,"Evenings at Donaldson manor; or, The Christmas guest","McIntosh, Maria J. (Maria Jane), 1803-1878",,"New York : D. Appleton & company; Philadelphia, G. S. Appleton",eng
firesidefairieso00pind,1852,"Fireside fairies : or, Christmas at Aunt Elsie's","Pindar, Susan, ca. 1820-1892",Fairy tales,New York : D. Appleton,eng
christmasatoldc00taylgoog,1852,Christmas at Old court: a fireside book,"Tayler, Charles B. (Charles Benjamin), 1797-1875",,"Philadelphia, W. P. Hazard; New York, Stanford and Swords",eng
bookchristmasde00hervgoog,1852,"The Book of Christmas: Descriptive of the Customs, Ceremonies, Traditions, Superstitions, Fun ...",Thomas Kibble Hervey,,George P. Putnam,English
friendshipsoffe06ritcgoog,1852,"Friendship's Offering, and Winter's Wreath.: And Winter's Wreath: a Christmas and New Year's Present","Thomas Kibble Hervey ,  Leitch Ritchie",,"Smith, Elder [etc.]",English
bookofchristma00herv,1852,"The book of Christmas; descriptive of the customs, ceremonies, traditions, superstitions, fun, feeling, and festivities of the Christmas season","Hervey, Thomas Kibble, 1799-1859",Christmas,"New York, George P. Putnam",eng
goldenchristmasc00simmrich,1852,"The golden Christmas [microform]: a chronicle of St. John's, Berkeley","Simms, William Gilmore, 1806-1870;Yemassee, Author of",,"Charleston, Walker, Richards",eng
garlandortokenof00perciala,1853,"The garland; or, Token of friendship. A Christmas and New Year's gift for 1853","Percival, Emily",,"Boston : Phillips, Sampson, and Co.",eng
yuletidestories02thorgoog,1853,"Yule-tide stories : a collection of Scandinavian and North German popular tales and traditions, from the Swedish, Danish, and German","Thorpe, Benjamin, 1782-1870",Christmas;Folklore,London : Henry G. Bohn,eng
christmasguesto00mcingoog,1853,"The Christmas Guest, Or, Evenings at Donaldson Manor",Maria Jane McIntosh,,D. Appleton and Company ...,English
christmasathallh00terr,1853,"Christmas at the hall : The hero's grave, Night musings, and other poems","Terrington, T. J. (Thomas John)",,"London : Longman, Green, and Longman ; Hull : Joseph W. Leng",eng
yuletidestories00thorgoog,1853,"Yule-tide stories : a collection of Scandinavian and North German popular tales and traditions, from the Swedish, Danish, and German","Thorpe, Benjamin, 1782-1870",Christmas;Folklore,London : Henry G. Bohn,eng
littleblossomsre00john,1854,Little Blossom's reward : a Christmas book for children,"Johnson, Laura Winthrop, 1825-1889","Children's stories, American;Christmas stories","Boston : Phillips, Sampson",eng
littleblossomsr00johngoog,1854,Little Blossom's Reward: A Christmas Book for Children,Laura Winthrop Johnson,,"Phillips, Sampson",English
christmasbooks03dickgoog,1854,Christmas Books,Charles Dickens,,HarperCollins Distribution Services,English
christmasdayhowi00sorr,1854,"Christmas day, and how it was spent : by four persons in the house of Fograss, Fograss, Mowton, and Snorton, Bankers","Sorrell, W. J. (William J.);Browne, Hablot Knight, 1815-1882",Christmas stories,London : Geo. Routledge Co. ...,eng
keepsakeoffriend00munrrich,1854,The keepsake of friendship : a Christmas and New Year's annual,"Munroe, G. S;Stewart, George Rippey, 1895-",Gift books,New York : Leavitt & Allen,eng
christmasblosso00thomgoog,1854,"Christmas Blossoms, and New Year's Wreath",Uncle Thomas,,E.H. Butler,English
youattonstruct00youa,1854,"Youatt on the structure and the diseases of the horse : with their remedies : also, practical rules to buyers, breeders, breakers, smiths, &c : being the most important parts of the English edition of \""Youatt on the Horse\"" somewhat simplified","Youatt, William, 1776-1847;Spooner, W. C. (William Charles), 1809?-1885;Randall, Henry Stephens, 1811-1876;Fairman Rogers Collection (University of Pennsylvania) PU","Horses;Horses;Veterinary medicine;CHR 1854;PRO Young, Williard S., Jr. (autograph, December 7, 1930);PRO Marshall, C. J. (donor);PRO Lesst(?), Jacob (autograph, August 9, 1854)","Auburn and Buffalo : Miller, Orton, & Mulligan",eng
gemannualchristm1854phil,1854,"The Gem annual: a Christmas, New Year, and birthday gift",,Gift books,Philadelphia : E. H. Butler & Co.,eng
01146882.2542.emory.edu,1854,"Christmas day, and how it was spent : by four persons in the house of Fograss, Fograss, Mowton, and Snorton, Bankers","Sorrell, W. J. (William J.);Browne, Hablot Knight, 1815-1882, ill",Christmas stories,London : Geo. Routledge & Co.,eng
cabinetannualac00unkngoog,1855,"Cabinet Annual: A Christmas & New Year's Gift, for 1855",,,Butler,English
christmaswithpoe00vize,1855,"Christmas with the poets : a collection of songs, carols, and descriptive verses relating to the festival of Christmas, from the Anglo-Norman period to the present time","Vizetelly, Henry, 1820-1894",Christmas;Carols,London : D. Bogue,eng
juvenileforgetme00bachiala,1855,The Juvenile forget-me-not : a Christmas and New Year's present,"Bache, Anna;Mellen, Grenville, 1799-1841;Sedgwick, Charles, Mrs., 1791-1864;Reynolds, Joshua, Sir, 1723-1792;Westall, Richard, 1765-1836",,New York : Leavitt and Allen,eng
jonasonfarminwin00abboiala,1855,Jonas on a farm in winter,"Abbott, Jacob, 1803-1879",Farm life;Conduct of life;Winter,"New York : Clark, Austin & Smith",eng
christmaswreathf00chur,1855,"A Christmas wreath, for little people","Church, Ella Rodman, b. 1831",Christmas stories,Philadelphia : Parry & McMillan,eng
101575109.nlm.nih.gov,1855,"A lecture on the effects of alcoholic drinks on the human system and the duties of medical men in relation thereto : delivered in the lecture room of Rush Medical College, on Christmas Day, 1854, in compliance with the request of the class attending the college","Davis, N. S. (Nathan Smith), 1817-1904;Rush Medical College",Alcohol Drinking;Ethanol,"Chicago : Ballantyne, book and job printer",eng
achristmaswreat00churgoog,1855,"A Christmas Wreath, for Little People",Ella Rodman Church,,Parry & McMillan,English
friendshipsgiftc00newyrich,1856,Friendship's gift : a Christmas and New Year's annual,,,New York : Leavitt & Allen,eng
22622962.2628.emory.edu,1856,"Christmas cheer : in three courses, more than ordinary ones, and where every guest will get his dessert, and a taste of those choice spirits, \""that cheer but not inebriate,\""","Reach, Angus B. (Angus Bethune), 1821-1856;Hannay, James, 1827-1873;Smith, Albert, 1816-1860;Henning, A. (Archibald), d. 1864, ill;Hine, Henry George, 1811-1895, ill;Browne, Hablot Knight, 1815-1882, ill",,London : Ward & Lock,eng
practicaljokeorc00newyiala,1856,"The practical joke, or, The Christmas story of Uncle Ned",,Practical jokes;Skating;Christmas stories,"New York : Published by J.S. Redfield, Clinton Hall",eng
cu31924032172466,1857,"Sermons of Christmas Evans : a new translation from the Welsh, with a memoir and portraiture of the author","Evans, Christmas, 1766-1838;Cross, Joseph, 1813-1893, translator","Evans, Christmas, 1766-1838;Sermons, Welsh;Sermons, English",Philadelphia : Leary & Getz,eng
thesnowstorm00bourrich,1857,The snow storm,"Bourne, Esther M;Bourne, George Milksham;Nahl, Charles Christian, 1818-1878;Van Vleck, Durbin",Winter -- Poetry,"San Francisco : Agnew & Deffebach, publishers and printers",eng
christmashours00unkngoog,1858,Christmas Hours,"Charlotte Maria Haven,  Ticknor and Fields",,Ticknor & Fields,English
tabbystravelsorh00gueriala,1858,"Tabby's travels, or, The holiday adventures of a kitten : a Christmas and New-Year's story","Guernsey, Lucy Ellen, 1826-1899",Cats;Kittens,"New-York : Anson D. F. Randolph, 683 Broadway",eng
christmashours00bost,1858,Christmas hours,,"Juvenile literature, Religious","Boston, Ticknor & Fields",eng
canadianhomesorm00clem,1858,"Canadian homes, or, The mystery solved : a Christmas tale","Clemo, Ebenezer, 1831?-1860",Noe\u0308l,Montreal : J. Lovell ; Toronto : W.C.F. Caverhill,eng
hauntedhouseextr00dickrich,1859,The haunted house : The extra Christmas number of All the Year Round,"Dickens, Charles, 1812-1870",,[London : s.n.],eng
twohundredyearsa00ssss_0,1859,"Two hundred years ago; or, a brief history of Cambridgeport and East Cambridge, with notices of some of the early settlers : a Christmas and birthday gift for young persons",S. S. S. (Sophia S. Simpson),,Boston : O. Clapp,eng
twochristmascele00park,1859,"The two Christmas celebrations, A.D. I. and MDCCCLV : a Christmas story for MDDCCLVI","Parker, Theodore, 1810-1860",Jesus Christ;Christmas,Boston : R. Leighton,eng
twohundredyearsa00ssss,1859,"Two hundred years ago; or, a brief history of Cambridgeport and East Cambridge, with notices of some of the early settlers : a Christmas and birthday gift for young persons",S. S. S. (Sophia S. Simpson),"Cambridge (Mass.) -- History;Cambridgeport (Cambridge, Mass.) -- History;East Cambridge (Cambridge, Mass.) -- History",Boston : O. Clapp,eng
christmasbooks05dickgoog,1859,Christmas Books,Charles Dickens,,Ticknor and Fields,English
sermonschristma00evangoog,1859,Sermons of Christmas Evans: A New Translation from the Welsh,Christmas Evans,,Leary & Getz,English
twochristmascel00parkgoog,1859,"The two Christmas celebrations, A.D. I. and MDCCCLV : a Christmas story for MDDCCLVI","Parker, Theodore, 1810-1860",Jesus Christ;Christmas,Boston : R. Leighton,eng
abrahamlincolnsp1860linc_24,1859,Abraham Lincoln's political career through 1860,Lincoln Financial Foundation Collection,"Lincoln, Abraham, 1809-1865;Douglas, Stephen A. (Stephen Arnold), 1813-1861;Breckinridge, John C. (John Cabell), 1821-1875;Bell, John, 1797-1869;Davis, Henry Winter, 1817-1865;Democratic National Convention;Presidents",,eng
sermonsofchristm00evan,1859,Sermons of Christmas Evans. A new translation from the Welsh,"Evans, Christmas, 1766-1838;Cross, Joseph, 1813-1893","Sermons, Welsh","Philadelphia, Leary & Getz",eng
christmascarols00rs,1860,Christmas carols,R;S,Carols,"[N.p., B.A. Reed, Printer]",eng
christmastideits00sandrich,1860,"Christmastide, its history, festivities, and carols","Sandys, William, 1792-1874",Christmas,"London, John Russell Smith",eng
mothergooseforg00unkngoog,1860,Mother Goose for grown folks; a Christmas reading,"Whitney, A. D. T. (Adeline Dutton Train), 1824-1906;Billings, Hammatt, 1818-1874, ill",,"New York, Rudd & Carleton",eng
fivechristmaspo00freegoog,1860,Five Christmas Poems,Gage Earle Freeman,,"Longman, Green, Longman and Roberts",English
mothergoo00whitrich,1860,Mother Goose for grown folks : a Christmas reading,"Whitney, A. D. T. (Adeline Dutton Train), 1824-1906;Billings, Hammatt, 1818-1874",,New York : Rudd & Carleton,eng
messagefromseaex00dickrich,1860,A message from the sea : The extra Christmas number of All the year round,"Dickens, Charles, 1812-1870",,[London : s.n.],eng
xmasdream00bradiala,1861,A Christmas dream,"Brady, James T. (James Topham), 1815-1869",,"New York, London : D. Appleton & Co.",eng
achristmasdream00bradgoog,1861,A Christmas Dream,James Topham Brady,,D. Appleton & Co.,English
christmasdream00brad,1861,A Christmas dream,"Brady, James T. (James Topham), 1815-1869;Hall, Edward S., ill",,"New York, London, D. Appleton & Co.",eng
individualexerti00barl,1861,Individual exertion : a Christmas call to action,"Barlee, Ellen",Charities,"London : Printed and published by Emily Faithfull & Co., Victoria Press, (for the Employment of Women,) Great Coram Street, W.C.",eng
garland00hott,1861,"A Garland of Christmas carols, ancient and modern : including some never before given in any collection","Hotten, John Camden, 1832-1873","Carols, English",London : John Camden Hotten,eng
christmasbooks00dickgoog,1861,Christmas Books,Charles Dickens,,James G. Gregory,English
garlandofchristm00hottrich,1861,"A garland of Christmas carols, ancient and modern. Including some never before given in any collection","Hotten, John Camden, 1832-1873",,"London, J.C. Hotten",eng
wintercampaignst00depe,1862,Winter campaigns : the test of generalship,"De Peyster, J. Watts (John Watts), 1821-1907",Winter warfare,New York : Charles G. Stone,eng
legendofinfancyo00camp,1862,Legend of the infancy of our Saviour. A Christmas carol,"Campbell, Juliet H. L. (Juliet Hamersley Lewis), 1823-1898",Jesus Christ,"Philadelphia, J.B. Lippincott & Co.",eng
charlesdickenssn00dickiala,1863,Charles Dickens's new Christmas story. Mrs. Lirriper's lodgings ..,"Dickens, Charles, 1812-1870",,New York : Harper & brothers,eng
obsequiesofreved01stpa,1863,"Obsequies of the Rev. Edward E. Ford, D. D., and sermon by the bishop of the diocese, at St. Paul's Church, Augusta, on the Sunday after Christmas, 1862","St. Paul's Church (Augusta, Ga.);Elliott, Stephen, 1806-1866","Ford, Edward E. (Edward Eugene), 1795-1862;Episcopalians","Augusta, Ga. : Augusta Chronicle and Sentinel",eng
01967760.3935.emory.edu,1863,"Obsequies of the Rev. Edward E. Ford, D.D. : and sermon by the bishop of the diocese, at St. Paul's Church, Augusta, on the Sunday after Christmas, 1862","Elliott, Stephen, 1806-1866;Steam Press of Chronicle & Sentinel (Augusta, Ga.), printer","Ford, Edward E. (Edward Eugene), 1795-1862;Clergy","Augusta, Ga. : Steam Press of Chronicle & Sentinel",eng
mrslirriperslodg63dickrich,1863,"Mrs. Lirriper's lodgings, the extra Christmas number of All the year round","Dickens, Charles, 1812-1870",,London : Chapman & Hall,eng
carolshym00hopk,1863,"Carols, hymns, and songs","Hopkins, John Henry, 1820-1891","Carols;Christmas music;Easter hymns;Hymns, English",New York : Church Book Depository,eng
reportofchristma00ladi,1863,"Report of the Christmas bazaar : held under the auspices of the Ladies' Hospital Relief Association, from December 14 to December 22, inclusive at Corinthian Hall, Rochester, N.Y","Ladies' Hospital Relief Association (Rochester, N.Y.)","Ladies' Hospital Relief Association (Rochester, N.Y.)",Rochester : Printed by Benton & Andrews,eng
